ᐃᒡᓗᖁᑎᒋᔭᐅᖕᒪᖔᑕ	ᐃᒡᓗ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᖕᒪᖔᑕ
ᖃᓄᖅᓗᑭᐊᖅ	ᖃᓄᖅ@ᓗ@ᑭᐊᖅ
ᐃᓄᖃᓚᐅᖅᑐᑦ	ᐃᓄ@ᖃ@ᓚᐅᖅ@ᑐᑦ
ᐃᑲᔪᖅᑕᐅᕙᖕᒪᑕ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᕙᖕ@ᒪᑕ
ᒐᕙᒪᓕᕆᔨᓕᒃᑯᓐᓂᑦ	ᒐᕙᒪ@ᓕᕆ@ᔨ@ᓕ@ᒃᑯᓐ@ᓂᑦ
ᕿᒪᐃᓚᐅᕐᒪᑦ	ᕿᒪ@ᐃ@ᓚᐅᕐ@ᒪᑦ
ᐅᕝᕙᐅᓪᓗᓂ	ᐅᕝᕙ@ᐅ@ᓪᓗᓂ
ᖃᐅᔨᒪᓪᓚᕆᖏᓐᓇᒃᑭᑦ	ᖃᐅᔨᒪ@ᓪᓚᕆ@ᖏᓐᓇ@ᒃᑭᑦ
ᐃᑲᔪᒻᒪᕆᖕᒪᑦ	ᐃᑲᔪ@ᒻᒪᕆᖕ@ᒪᑦ
ᕿᒥᕐᕈᐊᕐᓂᕐᒧᑦ	ᕿᒥᕐᕈ@ᐊᕐ@ᓂᕐ@ᒧᑦ
ᐅᖃᓪᓚᖃᑎᒋᔭᐅᔪᒪᓐᓂᕈᓂᓘᓐᓃ	ᐅᖃ@ᓪᓚ@ᖃᑎ@ᒋ@ᔭ@ᐅ@ᔪᒪ@ᓐᓂ@ᕈᓂ@ᓘᓐᓃ
ᑭᐅᔪᓐᓇᖅᐸᐅᒃ	ᑭᐅ@ᔪᓐᓇᖅ@ᐸᐅᒃ
ᑐᐊᕕᖅᓗᖓ	ᑐᐊᕕᖅ@ᓗᖓ
ᐊᑭᑦᑐᕆᐊᖅᐸᓪᓕᐊᖔᕐᒪᑕ	ᐊᑭ@ᑦᑐ@ᕆᐊᖅ@ᐸᓪᓕᐊ@ᖔᕐ@ᒪᑕ
ᖁᕕᐊᓱᙱᒍᑎᖃᕈᑎᒃ	ᖁᕕᐊ@ᓱ@ᙱ@ᒍᑎ@ᖃ@ᕈᑎᒃ
ᑕᑯᓛᕐᒪᖔᑦᑕ	ᑕᑯ@ᓛᕐ@ᒪᖔᑦᑕ
ᐱᔪᒪᓕᕋᐃᒻᒪᑕ	ᐱ@ᔪᒪ@ᓕᕋᐃ@ᒻᒪᑕ
ᐱᖓᓐᓇᖓᓂᑦ	ᐱ@ᖓ@ᓐᓇ@ᖓᓂᑦ
ᐱᔪᓐᓇᐅᓂᖃᖓᑕ	ᐱ@ᔪᓐᓇ@ᐅ@ᓂ@ᖃ@ᖓ@ᑕ
ᖁᔭᓐᓇᒦᕈᒪᖕᒥᔭᕋ	ᖁᔭᓐᓇᒦ@ᕈᒪ@ᖕᒥ@ᔭᕋ
ᕿᒻᒥᕆᔭᐅᔪᓂᒃ	ᕿᒻᒥ@ᕆ@ᔭ@ᐅ@ᔪ@ᓂᒃ
ᑲᒪᒋᔭᐅᖃᑕᐅᓪᓗᓂ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᖃᑕᐅ@ᓪᓗᓂ
ᐊᔾᔭᖅᑐᐃᔨᓂᒃ	ᐊᔾᔭᖅ@ᑐ@ᐃ@ᔨ@ᓂᒃ
ᐊᓪᓚᒡᕕᐊᑎᑐᑦ	ᐊᓪᓚᒡ@ᕕ@ᐊ@ᑎ@ᑐᑦ
ᒪᑐᓄᑦ	ᒪᑐ@ᓄᑦ
ᑕᑯᔪᓐᓇᖅᑕᖃᖅᑐᒍᑦ	ᑕᑯ@ᔪᓐᓇᖅ@ᑕ@ᖃᖅ@ᑐᒍᑦ
ᓴᓇᔪᒍᑦ	ᓴᓇ@ᔪᒍᑦ
ᓇᑦᓯᐅᔾᔨᑉᐸ	ᓇᑦᓯ@ᐅᔾ@ᔨ@ᑉᐸ
ᐊᐅᔭᐅᒋᐊᕐᒥᑉᐸᑦ	ᐊᐅᔭ@ᐅ@ᒋᐊᕐ@ᒥ@ᑉᐸᑦ
ᓄᓇᖁᑎᑕᕋᓱᓐᓂᕐᒧᑦ	ᓄᓇ@ᖁᑎ@ᑕ@ᕋᓱᓐ@ᓂᕐ@ᒧᑦ
ᐃᓚᐅᒻᒥᔪᖅ	ᐃᓚ@ᐅ@ᒻᒥ@ᔪᖅ
ᐃᓪᓗᒋᔭᐅᒻᒪᖔᖅ	ᐃᓪᓗ@ᒋ@ᔭ@ᐅ@ᒻᒪᖔᖅ
ᓴᖅᑭᐊᔪᓂᑦ	ᓴᖅᑭ@ᐊ@ᔪ@ᓂᑦ
ᓂᐅᕕᕈᓐᓇᕋᑎᑦ	ᓂᐅᕕ@ᕈᓐᓇ@ᕋᑎᑦ
ᑕᐅᑐᒃᓴᖓ	ᑕᐅᑐᒃ@ᓴ@ᖓ
ᐱᒋᐊᑲᐅᑎᒋᔾᔮᖏᑦᑐᑦ	ᐱ@ᒋᐊ@ᑲᐅᑎᒋ@ᔾᔮ@ᖏᑦ@ᑐᑦ
ᓯᓚᑦᑎᐊᕆᓐᓂᕐᒧᑦ	ᓯᓚ@ᑦᑎᐊ@ᕆᓐ@ᓂᕐ@ᒧᑦ
ᖃᐅᔨᒪᔭᐅᔪᑦ	ᖃᐅᔨᒪ@ᔭ@ᐅ@ᔪᑦ
ᑕᑯᔭᔅᓴᖅ	ᑕᑯ@ᔭ@ᔅᓴᖅ
ᑕᒪᔾᔭᐅᖕᒥᖕᒪᑕ	ᑕᒪᔾᔭ@ᐅ@ᖕᒥ@ᖕᒪᑕ
ᐱᓕᕆᕙᓪᓕᐊᓇᓱᒃᐳᒍᑦ	ᐱ@ᓕᕆ@ᕙᓪᓕᐊ@ᓇᓱᒃ@ᐳᒍᑦ
ᐃᓱᒪᑎᒍᑦ	ᐃᓱᒪ@ᑎᒍᑦ
ᖁᕕᐊᒍᑎᖃᕐᓂᖅ	ᖁᕕᐊ@ᒍᑎ@ᖃᕐ@ᓂᖅ
ᐅᐱᒍᓱᖃᑎᒋᔪᒪᕙᒃᑲ	ᐅᐱ@ᒍᓱ@ᖃᑎ@ᒋ@ᔪᒪ@ᕙ@ᒃᑲ
ᕿᓂᕐᓂᖓᓂᒃ	ᕿᓂᕐ@ᓂ@ᖓᓂᒃ
ᑕᐃᒃᑯᓇᙵᓪᓗ	ᑕᐃᒃᑯ@ᓇᙵᓪ@ᓗ
ᑐᓵᒍᒪᔪᓄᑦ	ᑐᓵ@ᒍᒪ@ᔪ@ᓄᑦ
ᑕᑯᔪᒪᖕᒥᔪᑦ	ᑕᑯ@ᔪᒪ@ᖕᒥ@ᔪᑦ
ᐱᖁᔭᕐᓂᖅ	ᐱ@ᖁ@ᔭᕐ@ᓂᖅ
ᖃᐅᔨᓴᐃᔨᑕᖃᕐᒥᒻᒪᑦ	ᖃᐅᔨ@ᓴ@ᐃ@ᔨ@ᑕᖃᕐ@ᒥ@ᒻᒪᑦ
ᐃᑲᔪᖅᑎᒋᔭᒃᑭᒃ	ᐃᑲᔪᖅ@ᑎ@ᒋ@ᔭ@ᒃᑭᒃ
ᖃᐅᔨᓴᕐᓂᐊᕆᓪᓗᑕ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᐊ@ᕆ@ᓪᓗᑕ
ᖁᔭᓐᓇᒦᕆᕙᕋᓗ	ᖁᔭᓐᓇᒦ@ᕆ@ᕙᕋ@ᓗ
ᑕᐃᒪᐃᑦᑐᓐᓇᕋᓱᒋᓪᓗᖓᓗ	ᑕᐃᒪᐃᑦ@ᑐᓐᓇ@ᕋᓱᒋ@ᓪᓗᖓ@ᓗ
ᐃᑲᔪᕈᓐᓇᕐᓗᓂ	ᐃᑲᔪ@ᕈᓐᓇᕐ@ᓗᓂ
ᓂᓪᓕᕈᒪᓚᐅᕋᒪ	ᓂᓪᓕ@ᕈᒪ@ᓚᐅ@ᕋᒪ
ᐊᐅᓪᓚᐅᔾᔨᔨᑦᑕᐅᖅ	ᐊᐅ@ᓪᓚ@ᐅᔾ@ᔨ@ᔨ@ᑦᑕᐅᖅ
ᐅᑉᓛᑦᓯᐊᖅ	ᐅᑉᓛ@ᑦ@ᓯᐊᖅ
ᐃᓄᒃᓴᖓᓂᒃ	ᐃᓄ@ᒃᓴ@ᖓᓂᒃ
ᑕᓕᖅᓯ	ᑕᓕᖅ@ᓯ
ᐱᔪᓐᓇᑐᐊᕋᐃᒍᑎᒃ	ᐱ@ᔪᓐᓇ@ᑐ@ᐊ@ᕋᐃ@ᒍᑎᒃ
ᐊᑖᑕᐅᔪᓄᑦ	ᐊᑖᑕ@ᐅ@ᔪ@ᓄᑦ
ᓯᕗᓪᓕᖅᐸᐅᔾᔭᐅᔪᒪᔪᓂᑦ	ᓯᕗ@ᓪᓕᖅ@ᐸ@ᐅᔾᔭ@ᐅ@ᔪᒪ@ᔪ@ᓂᑦ
ᓱᓇᒃᑯᕕᑦ	ᓱ@ᓇᒃ@ᑯᕕᑦ
ᓴᓇᔨᑯᓗᒐ	ᓴᓇ@ᔨ@ᑯᓗ@ᒐ
ᐳᐃᑎᔅ	ᐳᐃᑎᔅ
ᑕᐃᑲᖃᐃ	ᑕᐃᑲ@ᖃᐃ
ᑭᐅᔪᓐᓇᕋᑖᕋᕕᑦ	ᑭᐅ@ᔪᓐᓇ@ᕋᑖ@ᕋᕕᑦ
ᓄᖅᑲᐃᓐᓇᖃᑦᑕᖅᑐᑦ	ᓄᖅᑲ@ᐃᓐᓇ@ᖃᑦᑕᖅ@ᑐᑦ
ᐃᓄᖃᕐᒥᖕᒪᑕ	ᐃᓄ@ᖃᕐ@ᒥ@ᖕᒪᑕ
ᓄᓇᕗᓕᒫᒥᒃ	ᓄᓇᕗ@ᓕᒫ@ᒥᒃ
ᓵᓚᐅᔪᓂᒃ	ᓵᓚ@ᐅ@ᔪ@ᓂᒃ
ᐱᓕᕆᖃᑎᖃᐃᓐᓇᕐᒪᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᐃᓐᓇᕐ@ᒪᑦ
ᐱᓕᕆᔪᒪᕗᒍᓐ	ᐱ@ᓕᕆ@ᔪᒪ@ᕗᒍᓐ
ᐱᓕᕆᖃᑕᐅᔪᓐᓇᖅᐳᑦ	ᐱ@ᓕᕆ@ᖃᑕᐅ@ᔪᓐᓇᖅ@ᐳᑦ
ᐱᕚᓪᓕᕐᓂᖓᓄ	ᐱ@ᕚᓪᓕᕐ@ᓂ@ᖓᓄ
ᐊᖏᖅᑕᐅᔪᓐᓇᕐᒪᑦ	ᐊᖏᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᑦ
ᐅᖃᖅᑲᐅᖕᒪᑕ	ᐅᖃ@ᖅᑲᐅ@ᖕᒪᑕ
ᓯᕗᓪᓕᐅᔾᔭᐅᖃᑕᐅᓗᓂ	ᓯᕗ@ᓪᓕ@ᐅ@ᔾᔭ@ᐅ@ᖃᑕᐅ@ᓗᓂ
ᐊᖏᕈᓐᓇᕐᒪᑦ	ᐊᖏ@ᕈᓐᓇᕐ@ᒪᑦ
ᐃᓪᓗᑭᔅᓴᕐᓂᒃ	ᐃᓪᓗ@ᑭ@ᔅᓴᕐ@ᓂᒃ
ᐃᓱᒪᖕᒪᖔᖅᐱᑦ	ᐃᓱᒪ@ᖕᒪᖔᖅᐱᑦ
ᐅᖃᒪᖃᑦᑕᕐᒪᑕ	ᐅᖃ@ᒪ@ᖃᑦᑕᕐ@ᒪᑕ
ᐃᑲᔪᕈᑕᐅᔪᓂᑦ	ᐃᑲᔪ@ᕈᑕ@ᐅ@ᔪ@ᓂᑦ
ᐱᕈᖅᐸᓪᓕᐊᔪᓕᕆᓂᒃᓴᖅ	ᐱᕈᖅ@ᐸᓪᓕᐊ@ᔪ@ᓕᕆ@ᓂ@ᒃᓴᖅ
ᖃᐅᔨᒪᓕᖅᐹᓪᓕᕐᓂᕐᒥᑦ	ᖃᐅᔨᒪ@ᓕᖅ@ᐹᓪᓕᕐ@ᓂᕐ@ᒥᑦ
ᓈᒻᒪᓂᖏᒻᒪᑦ	ᓈᒻᒪ@ᓂ@ᖏᒻ@ᒪᑦ
ᑐᓴᖅᑎᑕᐅᕙᖕᒪᖔᑕ	ᑐᓴᖅ@ᑎ@ᑕ@ᐅ@ᕙᖕ@ᒪᖔᑕ
ᓈᒻᒪᖕᒪ	ᓈᒻᒪᖕ@ᒪ
ᓴᕐᕙᕐᔪᐊᖅ	ᓴᕐᕙᕐ@ᔪᐊᖅ
ᑕᒻᒪᕌᖓᑦ	ᑕᒻᒪ@ᕌᖓᑦ
ᐱᕚᓪᓕᕈᑕᐅᔪᓐᓇᖅᑐᑦ	ᐱ@ᕚᓪᓕ@ᕈᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᐃᓚᐅᑎᓗᒍ	ᐃᓚ@ᐅ@ᑎ@ᓗ@ᒍ
ᐃᖏᕐᕋᕕᐅᓂᖅᓴᐅᑉᐸᑦ	ᐃᖏᕐᕋ@ᕕ@ᐅ@ᓂᖅᓴ@ᐅ@ᑉᐸᑦ
ᓄᓇᖓᓕ	ᓄᓇ@ᖓ@ᓕ
ᐅᖃᐅᑎᔪᓐᓇᕋᕕᙵ	ᐅᖃ@ᐅᑎ@ᔪᓐᓇ@ᕋ@ᕕ@ᙵ
ᓇᓄᓕᕆᔨᓄᑦ	ᓇᓄ@ᓕᕆ@ᔨ@ᓄᑦ
ᑲᑕᔾᔭᖃᐅᒧᑦ	ᑲᑕ@ᔾᔭ@ᖃ@ᐅ@ᒧᑦ
ᓴᖅᑭᓐᓂᐊᕆᓪᓗᑎᑦ	ᓴᖅᑭᓐ@ᓂ@ᐊ@ᕆ@ᓪᓗᑎᑦ
ᓯᓚᐃᓐᓂᖓᓄᓪᓘᓐᓃᑦ	ᓯᓚ@ᐃᓐ@ᓂ@ᖓᓄᓪ@ᓘᓐᓃᑦ
ᐃᓱᒪᒋᔭᐅᔪᓄ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᔪ@ᓄ
ᖁᔭᓐᓇᒦᕈᒪᒻᒥᔭᒋᑦ	ᖁᔭᓐᓇᒦ@ᕈᒪ@ᒻᒥ@ᔭᒋᑦ
ᑕᐅᑐᒃᐸᒃᑐᑦ	ᑕᐅᑐᒃ@ᐸᒃ@ᑐᑦ
ᐊᐅᔭᒃᑲᓐᓂᖅ	ᐊᐅᔭ@ᒃᑲᓐᓂᖅ
ᓄᖅᑲᖅᑎᑦᑎᒐᓱᐊᕐᓂᖅ	ᓄᖅᑲᖅ@ᑎᑦ@ᑎ@ᒐᓱᐊᕐ@ᓂᖅ
ᐊᕐᕕᐊᒥᑦ	ᐊᕐᕕᐊ@ᒥᑦ
ᖃᐅᔨᓴᕐᓂᖃᖃᑦᑕᕈᑦᑕ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃ@ᖃᑦᑕ@ᕈᑦᑕ
ᑲᔪᓯᓂᖃᓚᐅᖅᐳᑦ	ᑲᔪᓯ@ᓂ@ᖃ@ᓚᐅᖅ@ᐳᑦ
ᐊᖏᔪᓄᓪᓗ	ᐊᖏ@ᔪ@ᓄᓪ@ᓗ
ᑕᑯᒋᐊᕈᓐᓇᕐᓂᕈᕕᐅᒃ	ᑕᑯ@ᒋᐊ@ᕈᓐᓇᕐ@ᓂ@ᕈᕕᐅᒃ
ᐃᑲᔪᖃᑎᒌᑉᐸᒻᒪᑕ	ᐃᑲᔪ@ᖃᑎ@ᒌᑉ@ᐸᒻ@ᒪᑕ
ᑲᒪᒋᔭᖃᓛᕋᒪ	ᑲᒪ@ᒋ@ᔭ@ᖃ@ᓛ@ᕋᒪ
ᒐᕙᒪᐅᔪᑦ	ᒐᕙᒪ@ᐅ@ᔪᑦ
ᐊᔪᓪᓚᕆᑦᑐᓐ	ᐊᔪ@ᓪᓚᕆᑦ@ᑐᓐ
ᓄᓇᒋᔭᐅᔪᒥᑦ	ᓄᓇ@ᒋ@ᔭ@ᐅ@ᔪ@ᒥᑦ
ᑕᒻᒪᑐᒻᒪᕆᐅᓐᓂᕋᒪ	ᑕᒻᒪ@ᑐ@ᒻᒪᕆ@ᐅ@ᓐᓂ@ᕋᒪ
ᐅᕙᓐᓄᑦ	ᐅᕙ@ᓐᓄᑦ
ᐅᑉᐱᕈᓱᓚᐅᕐᒪᑕ	ᐅᑉᐱ@ᕈᓱ@ᓚᐅᕐ@ᒪᑕ
ᓴᓇᔨᓪᓚᕆᐅᓂᕐᒧᑦ	ᓴᓇ@ᔨ@ᓪᓚᕆ@ᐅ@ᓂᕐ@ᒧᑦ
ᒪᑯᐊᑭᐊᖅ	ᒪᑯᐊ@ᑭᐊᖅ
ᐊᐱᖅᓱᓗᐊᖃᑦᑕᕋᕕᐅᒃ	ᐊᐱᖅ@ᓱ@ᓗᐊ@ᖃᑦᑕ@ᕋᕕᐅᒃ
ᐱᓕᕆᔨᕕᖓᑦ	ᐱ@ᓕᕆ@ᔨ@ᕕ@ᖓᑦ
ᑐᐊᕕᖏᓪᓗᓂ	ᑐ@ᐊ@ᕕ@ᖏᓪ@ᓗᓂ
ᐊᐅᓪᓚᐅᔾᔨᔨᐅᔪᓄᓪᓗ	ᐊᐅ@ᓪᓚ@ᐅᔾ@ᔨ@ᔨ@ᐅ@ᔪ@ᓄᓪ@ᓗ
ᐃᓱᒪᓕᐊᕆᔭᐅᔪᓂᒃ	ᐃᓱᒪ@ᓕᐊ@ᕆ@ᔭ@ᐅ@ᔪ@ᓂᒃ
ᐱᓕᕆᕕᖃᐅᕐᒪᑕ	ᐱ@ᓕᕆ@ᕕ@ᖃᐅᕐ@ᒪᑕ
ᓴᓇᔭᐅᓇᓱᓚᐅᕐᒪᑎᒃ	ᓴᓇ@ᔭ@ᐅ@ᓇᓱ@ᓚᐅᕐ@ᒪᑎᒃ
ᑭᐅᑲᐃᓐᓇᕋᕕᐅᒃ	ᑭᐅ@ᑲᐃᓐᓇ@ᕋᕕᐅᒃ
ᖃᐅᔨᓴᖅᐸᓪᓕᐊᒐᓱᑦᑐᒍᑦ	ᖃᐅᔨ@ᓴᖅ@ᐸᓪᓕᐊ@ᒐᓱᑦ@ᑐᒍᑦ
ᐊᖏᔪᒻᒪᕆᒃ	ᐊᖏ@ᔪ@ᒻᒪᕆᒃ
ᒪᓕᒐᓱᖃᑦᑕᖅᐳᒍᑦ	ᒪᓕ@ᒐᓱ@ᖃᑦᑕᖅ@ᐳᒍᑦ
ᒪᑐᓯᖃᑦᑕᕐᓂᖅ	ᒪᑐ@ᓯ@ᖃᑦᑕᕐ@ᓂᖅ
ᑲᒪᒋᔭᐅᓪᓗᐊᑕᕐᒪᑕ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᓪᓗᐊ@ᑕᕐ@ᒪᑕ
ᐱᓇᓱᐃᓐᓇᕐᒪᑕ	ᐱ@ᓇᓱ@ᐃᓐᓇᕐ@ᒪᑕ
ᐃᑲᔪᖃᑕᐅᓇᓱᖃᑦᑕᕐᒪᖔᑕ	ᐃᑲᔪ@ᖃᑕᐅ@ᓇᓱ@ᖃᑦᑕᕐ@ᒪᖔᑕ
ᑐᓴᖅᑎᑕᐅᔪᒪᓚᐅᖅᑐᑦ	ᑐᓴᖅ@ᑎ@ᑕ@ᐅ@ᔪᒪ@ᓚᐅᖅ@ᑐᑦ
ᖃᖓᑐᐃᓐᓇᓕᒫᖅ	ᖃᖓ@ᑐᐃᓐᓇ@ᓕᒫᖅ
ᒫᓐᓇᓂᓴᐅᔪᑦ	ᒫᓐᓇ@ᓂᓴ@ᐅ@ᔪᑦ
ᑭᖑᕙᓯᒃᐱᑕ	ᑭᖑ@ᕙᓯᒃ@ᐱᑕ
ᐊᕐᓇᑦᓯᐊᖅ	ᐊᕐᓇ@ᑦᓯᐊᖅ
ᒫᔾᔨ	ᒫᔾᔨ
ᓯᕗᓂᒃᓴᒧ	ᓯᕗᓂ@ᒃᓴ@ᒧ
ᓴᙱᓂᖃᖅᑐᑦ	ᓴᙱ@ᓂ@ᖃᖅ@ᑐᑦ
ᐊᑦᑐᐊᔭᐅᓂᕋᖅᑐᓐ	ᐊᑦᑐ@ᐊ@ᔭ@ᐅ@ᓂᕋᖅ@ᑐᓐ
ᐊᓯᔾᔨᖁᔨᖕᒪᖔᑕ	ᐊᓯ@ᔾᔨ@ᖁ@ᔨ@ᖕᒪᖔᑕ
ᐱᕋᔭᒃᑲᓐᓂᖃᑦᑕᖅᑐᑦ	ᐱ@ᕋ@ᔭ@ᒃᑲᓐᓂ@ᖃᑦᑕᖅ@ᑐᑦ
ᑕᓯᐅᔭᒥᒃ	ᑕᓯ@ᐅ@ᔭ@ᒥᒃ
ᑖᖅᐸᒻᒪᑦ	ᑖᖅ@ᐸᒻ@ᒪᑦ
ᐅᐱᓐᓇᑐᒻᒪᕆᐅᒻᒪᑕ	ᐅᐱᓐ@ᓇ@ᑐ@ᒻᒪᕆ@ᐅ@ᒻᒪᑕ
ᓴᕿᑎᑦᓯᓗᑕ	ᓴᕿ@ᑎᑦ@ᓯ@ᓗᑕ
ᐃᒻᒪᑲᓪᓚᖕᒥᒃ	ᐃᒻᒪᑲᓪᓚᖕ@ᒥᒃ
ᐱᒻᒪᕆᐅᓪᓗᓂᓗ	ᐱ@ᒻᒪᕆ@ᐅ@ᓪᓗᓂ@ᓗ
ᕿᒪᑦᑕᐅᔪᓂᒃ	ᕿᒪᑦ@ᑕ@ᐅ@ᔪ@ᓂᒃ
ᑭᐅᔪᓐᓇᕐᕕᔅᓴᖃᕐᓗᑎᑦ	ᑭᐅ@ᔪᓐᓇᕐ@ᕕ@ᔅᓴ@ᖃᕐ@ᓗᑎᑦ
ᓯᕗᓂᒃᓴᕆᕕᐅᒃ	ᓯᕗᓂ@ᒃᓴ@ᕆ@ᕕᐅᒃ
ᐊᔪᓚᐅᕋᓐᓄᒃ	ᐊᔪ@ᓚᐅ@ᕋᓐᓄᒃ
ᐅᐸᓗᖓᐃᔭᖅᑕᐅᕙᓪᓕᐊᕗᖅ	ᐅᐸ@ᓗ@ᖓ@ᐃ@ᔭᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᕗᖅ
ᓇᖕᒥᓂᒻᒪᕆᒃ	ᓇᖕᒥᓂ@ᒻᒪᕆᒃ
ᐅᓇᐅᒻᒥᔪᖅ	ᐅᓇ@ᐅ@ᒻᒥ@ᔪᖅ
ᑐᒃᓯᕋᖅᑕᐅᔪᓂᑦ	ᑐᒃᓯ@ᕋᖅ@ᑕ@ᐅ@ᔪ@ᓂᑦ
ᕿᒪᐃᓯᒪᓗᓂ	ᕿᒪ@ᐃ@ᓯ@ᒪ@ᓗᓂ
ᑲᔪᓯᓯᒪᖏᒻᒪᑕ	ᑲᔪᓯ@ᓯ@ᒪ@ᖏᒻ@ᒪᑕ
ᐊᓯᔾᔨᖅᑕᐅᔪᓐᓇᕐᒪᖔᑦ	ᐊᓯ@ᔾᔨᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᑦ
ᐃᓕᖅᑯᓯᑦᑎᐊᕙᖓᓄᑦ	ᐃᓕᖅᑯᓯ@ᑦᑎᐊᕙ@ᖓᓄᑦ
ᓄᕕᔭ	ᓄᕕ@ᔭ
ᐱᓕᕆᓂᐅᔪᓄ	ᐱ@ᓕᕆ@ᓂ@ᐅ@ᔪ@ᓄ
ᐋᖅᑭᓯᒻᒪᑕ	ᐋᖅᑭ@ᓯ@ᒻᒪᑕ
ᓂᕿᐅᓪᓗ	ᓂᕿ@ᐅᓪ@ᓗ
ᑲᑎᑎᕆᓯᒪᓕᖅᑐᑦ	ᑲᑎ@ᑎ@ᕆ@ᓯ@ᒪ@ᓕᖅ@ᑐᑦ
ᖃᐅᔨᒪᙱᑦᑐᑦ	ᖃᐅᔨᒪ@ᙱᑦ@ᑐᑦ
ᐅᖃᕐᓂᖓᓂᒃ	ᐅᖃᕐ@ᓂ@ᖓᓂᒃ
ᐸᕝᕕᓴᓕᕐᒪᑦ	ᐸᕝᕕᓴ@ᓕᕐ@ᒪᑦ
ᐱᓕᕆᕙᓪᓕᐊᓕᖅᑐᑦ	ᐱ@ᓕᕆ@ᕙᓪᓕᐊ@ᓕᖅ@ᑐᑦ
ᐃᓄᖃᑎᒌᓐᓂᕐᒧᑦ	ᐃᓄ@ᖃᑎ@ᒌᓐ@ᓂᕐ@ᒧᑦ
ᐅᐃᕖᑎᑐᓪᓗ	ᐅᐃᕖᑎᑐᓪ@ᓗ
ᐊᐱᖅᓱᖅᑕᖓᓂᒃ	ᐊᐱᖅ@ᓱᖅ@ᑕ@ᖓᓂᒃ
ᐃᓱᒪᒋᔪᓐᓃᕐᓂᕋᒃᑯᓘᓐᓃᑦ	ᐃᓱᒪ@ᒋ@ᔪᓐᓃᕐ@ᓂ@ᕋᒃᑯ@ᓘᓐᓃᑦ
ᐅᒃᐱᕆᔪᓐᓇᖅᑕᕋ	ᐅᒃᐱᕆ@ᔪᓐᓇᖅ@ᑕ@ᕋ
ᑐᙵᓇᖅᑐᒻᒪᕆᐅᕗᑎᑦ	ᑐᙵ@ᓇᖅ@ᑐ@ᒻᒪᕆ@ᐅ@ᕗᑎᑦ
ᓂᐅᕋᐃᓂᕐᒧᑦ	ᓂᐅ@ᕋᐃ@ᓂᕐ@ᒧᑦ
ᑕᑯᔭᒐᖃᕐᕕᑦᓴᒧᑦ	ᑕᑯ@ᔭ@ᒐ@ᖃᕐᕕ@ᑦᓴ@ᒧᑦ
ᐅᖃᐅᔾᔨᓪᓗᓂ	ᐅᖃ@ᐅᔾ@ᔨ@ᓪᓗᓂ
ᓂᐅᕕᖅᑕᐅᕙᓪᓕᐊᓕᕌᖓᑕ	ᓂᐅᕕᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᓕ@ᕌᖓᑕ
ᓴᖅᑭᓛᕐᒪᖔᒍ	ᓴᖅᑭ@ᓛᕐ@ᒪᖔᒍ
ᓇᓗᓇᐃᔭᐃᒐᓱᒃᑯᒪ	ᓇᓗᓇ@ᐃᔭ@ᐃ@ᒐᓱᒃ@ᑯᒪ
ᐳᐃᒍᓗᐊᓕᕐᑕᒥᓂᕋ	ᐳᐃᒍ@ᓗᐊ@ᓕᕐ@ᑕ@ᒥᓂ@ᕋ
ᐅᓐᓂᓗᒃᓴᕈᑕᐅᔪᓂᒃ	ᐅᓐᓂ@ᓗᒃ@ᓴ@ᕈᑕ@ᐅ@ᔪ@ᓂᒃ
ᐃᑲᔪᕐᓂᒧᓪᓗ	ᐃᑲᔪᕐ@ᓂ@ᒧᓪ@ᓗ
ᐱᓕᕆᓚᐅᕐᒪᑕᐃᓛᒃ	ᐱ@ᓕᕆ@ᓚᐅᕐ@ᒪᑕ@ᐃᓛᒃ
ᓴᓇᒍᓐᓇᕐᒪᖔᒍ	ᓴᓇ@ᒍᓐᓇᕐ@ᒪᖔᒍ
ᖁᕕᐊᓱᖃᑦᑕᖏᒻᒪᑕ	ᖁᕕᐊ@ᓱ@ᖃᑦᑕ@ᖏᒻ@ᒪᑕ
ᖃᐅᔨᓴᕐᓂᖃᓚᐅᕐᒪᖔᑕ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃ@ᓚᐅᕐ@ᒪᖔᑕ
ᐃᖅᓯᖅᑎᑦᑎᔪᒪᓕᕐᒥᔪᖓ	ᐃᖅᓯ@ᖅ@ᑎᑦ@ᑎ@ᔪᒪ@ᓕᕐ@ᒥ@ᔪᖓ
