ᐊᖑᓇᓱᒃᑕᐅᔪᓐᓇᖅᑐᑦ	ᐊᖑ@ᓇᓱᒃ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᑳᓐᑐᕌᑦᑕᐅᔪᓐᓇᕐᒪᑦ	ᑳᓐᑐᕌᑦ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᑦ
ᓇᒻᒥᓂᖃᕋᓱᑦᑐᑦ	ᓇᒻᒥᓂ@ᖃ@ᕋᓱᑦ@ᑐᑦ
ᐋᓐᓂᐊᖅ	ᐋᓐᓂᐊᖅ
ᐅᐸᒍᒥᓇᖅᑐᑦ	ᐅᐸ@ᒍᒥᓇᖅ@ᑐᑦ
ᐊᖏᖃᑎᒋᓚᐅᖅᐱᓯᐅᒃ	ᐊᖏ@ᖃᑎ@ᒋ@ᓚᐅᖅ@ᐱᓯᐅᒃ
ᐊᕙᑎᓕᕆᔨᓂᒃ	ᐊᕙᑎ@ᓕᕆ@ᔨ@ᓂᒃ
ᐅᖃᓚᐅᕐᓱᖓ	ᐅᖃ@ᓚᐅᕐ@ᓱ@ᖓ
ᐳᔪᑐᐃᓐᓇᕐᒧᑦ	ᐳᔪ@ᑐᐃᓐᓇᕐ@ᒧᑦ
ᐊᑲᐅᒋᔭᖓᒍᑦ	ᐊᑲᐅ@ᒋ@ᔭ@ᖓ@ᒍᑦ
ᐱᔪᒪᓚᐅᖅᑐᑦ	ᐱ@ᔪᒪ@ᓚᐅᖅ@ᑐᑦ
ᖃᐅᔨᒪᔾᔪᑕᐅᔪᓄᑦ	ᖃᐅᔨᒪ@ᔾᔪᑕ@ᐅ@ᔪ@ᓄᑦ
ᐊᔭᐅᕆᔪᒪᕗᑦ	ᐊᔭ@ᐅ@ᕆ@ᔪᒪ@ᕗᑦ
ᓯᖁᒥᓯᒪᔪᓕᕆᔨᒃᑯᓐᓂᑦ	ᓯᖁᒥ@ᓯ@ᒪ@ᔪ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓂᑦ
ᐱᒋᐊᖁᓕᕆᕙᕋ	ᐱ@ᒋᐊ@ᖁ@ᓕ@ᕆ@ᕙᕋ
ᐅᖃᕋᑖᓚᐅᕐᒪᑦ	ᐅᖃ@ᕋᑖ@ᓚᐅᕐ@ᒪᑦ
ᑲᒪᒋᔭᖃᕐᓂᓴᐅᒻᒪᑕ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᓂ@ᓴ@ᐅ@ᒻᒪᑕ
ᐱᓂᐅᓚᐅᕐᒪᑦ	ᐱ@ᓂ@ᐅ@ᓚᐅᕐ@ᒪᑦ
ᐊᐱᕆᔪᖃᓕᕐᒥᖕᒪᑦ	ᐊᐱᕆ@ᔪ@ᖃ@ᓕᕐ@ᒥ@ᖕᒪᑦ
ᑕᑯᔭᐅᕙᒻᒪᑕ	ᑕᑯ@ᔭ@ᐅ@ᕙᒻ@ᒪᑕ
ᐊᑦᑕᕐᓇᕿᕙᒻᒪᑕ	ᐊᑦᑕᕐ@ᓇ@ᕿ@ᕙᒻ@ᒪᑕ
ᓇᖏᖅᓯᒋᑦ	ᓇᖏᖅ@ᓯ@ᒋᑦ
ᑭᓇᑐᐃᓐᓇᒧᑦ	ᑭᓇ@ᑐᐃᓐᓇ@ᒧᑦ
ᕿᑎᕋᖓᓂ	ᕿᑎ@ᕋ@ᖓ@ᓂ
ᑲᔪᓯᓚᖓᑉᐸᓐ	ᑲᔪᓯ@ᓚᖓ@ᑉᐸᓐ
ᐊᕙᑎᒥᐅᑕᓕᕆᔨᒃᑯᓐᓄᑦ	ᐊᕙᑎ@ᒥᐅᑕ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᕿᓄᒻᒪᕆᒻᒪᑕ	ᕿᓄ@ᒻᒪᕆᒻ@ᒪᑕ
ᒥᑭᐸᓗᑦᑐᒍᑦ	ᒥᑭ@ᐸᓗᑦ@ᑐᒍᑦ
ᓂᓪᓕᕇᖅᐸᑎᒃ	ᓂᓪᓕ@ᕇᖅ@ᐸᑎᒃ
ᐱᖁᔭᕐᔪᐊᔅᓴᖅ	ᐱ@ᖁ@ᔭᕐ@ᔪᐊ@ᔅᓴᖅ
ᐅᖃᕐᒥᔪᕐᑕᐅᖅ	ᐅᖃᕐ@ᒥ@ᔪᕐ@ᑕᐅᖅ
ᐃᑲᔪᖅᑐᐃᕙᒃᑲ	ᐃᑲᔪᖅ@ᑐ@ᐃ@ᕙ@ᒃᑲ
ᐸᓂᖃᕋᒪ	ᐸᓂ@ᖃ@ᕋᒪ
ᖃᐅᔨᓴᕐᓂᖃᕈᓐᓇᕐᒪᖔᑕ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃ@ᕈᓐᓇᕐ@ᒪᖔᑕ
ᐊᓯᔾᔨᕈᓐᓇᕐᒪᒍ	ᐊᓯ@ᔾᔨ@ᕈᓐᓇᕐ@ᒪᒍ
ᑭᓱᒧᓪᓘᓐᓃᑦ	ᑭᓱ@ᒧᓪ@ᓘᓐᓃᑦ
ᑭᕙᓪᓕᓕᒫᒥᑦ	ᑭᕙᓪᓕ@ᓕᒫ@ᒥᑦ
ᑎᓴᒪᐅᖅᑰᖅᑐᑦ	ᑎᓴ@ᒪ@ᐅ@ᖅᑰᖅ@ᑐᑦ
ᐊᔪᖅᓴᓗᐊᕐᓂᖅ	ᐊᔪᖅ@ᓴ@ᓗᐊᕐ@ᓂᖅ
ᐊᐅᓱᐃᑦᑐᖅᑕᐅᖅ	ᐊᐅᓱᐃᑦᑐᖅ@ᑕᐅᖅ
ᖃᖓᑕᔫᓂᑦ	ᖃᖓᑕ@ᔫ@ᓂᑦ
ᐅᖓᓯᒃᑐᒧᓪᓗ	ᐅᖓᓯᒃ@ᑐ@ᒧᓪ@ᓗ
ᓂᓪᓕᕋᔪᒻᒪᑦ	ᓂᓪᓕ@ᕋᔪᒻ@ᒪᑦ
ᓂᐱᖃᖅᐳᑦ	ᓂᐱ@ᖃᖅ@ᐳᑦ
ᐱᓕᕆᖃᑎᒋᔭᐅᓚᐅᕐᒪ	ᐱ@ᓕᕆ@ᖃᑎ@ᒋ@ᔭ@ᐅ@ᓚᐅᕐ@ᒪ
ᐊᓯᖔᒧᑦ	ᐊᓯ@ᖔ@ᒧᑦ
ᐱᓕᕆᕕᒃᑲᖃᕈᓐᓇᕐᓂᖓᓂᒃ	ᐱ@ᓕᕆ@ᕕ@ᒃᑲ@ᖃ@ᕈᓐᓇᕐ@ᓂ@ᖓᓂᒃ
ᐅᖃᐅᔾᔨᒋᐊᕐᓂᕐᒥᑦ	ᐅᖃ@ᐅᔾ@ᔨ@ᒋᐊᕐ@ᓂᕐ@ᒥᑦ
ᐊᕐᓇᐅᖕᒪᖔᑕ	ᐊᕐᓇ@ᐅ@ᖕᒪᖔᑕ
ᐸᕝᕕᓴᓕᕐᒪᑦ	ᐸᕝᕕᓴ@ᓕᕐ@ᒪᑦ
ᖁᔭᓐᓇᒦᕈᒪᖕᒥᔭᕋ	ᖁᔭᓐᓇᒦ@ᕈᒪ@ᖕᒥ@ᔭᕋ
ᑏᓂᒃ	ᑏ@ᓂᒃ
ᐱᔭᑦᓴᖃᕈᒪᒻᒪᖔᑕ	ᐱ@ᔭ@ᑦᓴ@ᖃ@ᕈᒪ@ᒻᒪᖔᑕ
ᓄᕕᔭ	ᓄᕕ@ᔭ
ᓄᓇᑖᖅᐸᓪᓕᐊᔪᓕᕆᓂᕐᒧᑦ	ᓄᓇ@ᑖᖅ@ᐸᓪᓕᐊ@ᔪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᓴᓇᔭᐅᑉᐸᑦ	ᓴᓇ@ᔭ@ᐅ@ᑉᐸᑦ
ᑳᓐᑐᕌᒍᑎᒃᓴᖅ	ᑳᓐᑐᕌ@ᒍᑎ@ᒃᓴᖅ
ᐱᖁᔭᒻᒪᕆᐅᔪᓂᑦ	ᐱ@ᖁ@ᔭ@ᒻᒪᕆ@ᐅ@ᔪ@ᓂᑦ
ᒪᑐᓯᒪᓕᖅᑐᒧᑦ	ᒪᑐ@ᓯ@ᒪ@ᓕᖅ@ᑐ@ᒧᑦ
ᓂᑯᕕᒋᐊᖁᓕᖅᑕᒃᑲ	ᓂᑯᕕ@ᒋᐊ@ᖁ@ᓕᖅ@ᑕ@ᒃᑲ
ᐃᖏᕐᕋᓪᓚᕆᓕᕐᒪᑦ	ᐃᖏᕐᕋ@ᓪᓚᕆ@ᓕᕐ@ᒪᑦ
ᓴᓗᒻᒪᕐᓴᐃᓂᕐᒧᑦ	ᓴᓗᒻᒪᕐ@ᓴ@ᐃ@ᓂᕐ@ᒧᑦ
ᑕᐃᒪᐃᖁᔨᙱᒻᒪᑕ	ᑕᐃ@ᒪ@ᐃ@ᖁ@ᔨ@ᙱᒻ@ᒪᑕ
ᕿᒥᕐᕈᔪᓐᓇᖅᑐᒍᑦ	ᕿᒥᕐᕈ@ᔪᓐᓇᖅ@ᑐᒍᑦ
ᐅᑕᖅᑭᔭᐅᔪᒻᒪᕆᒻᒧᑦ	ᐅᑕᖅᑭ@ᔭ@ᐅ@ᔪ@ᒻᒪᕆᒻ@ᒧᑦ
ᑐᕌᒐᐅᔪᓂᒃ	ᑐᕌ@ᒐ@ᐅ@ᔪ@ᓂᒃ
ᐊᑯᓂᑎᒋ	ᐊᑯᓂ@ᑎ@ᒋ
ᐱᓇᓱᐊᕈᓯᐅᔪᓂᑦ	ᐱᓇᓱᐊᕈᓯ@ᐅ@ᔪ@ᓂᑦ
ᐱᕙᓪᓕᐊᔭᐅᔪᑦ	ᐱ@ᕙᓪᓕᐊ@ᔭ@ᐅ@ᔪᑦ
ᐃᓪᓗᖃᖅᑎᑦᑎᕙᑉᐳᒍᑦ	ᐃᓪᓗ@ᖃᖅ@ᑎᑦ@ᑎ@ᕙᑉ@ᐳᒍᑦ
ᖃᐅᔨᒪᒋᕗᑦ	ᖃᐅᔨᒪ@ᒋ@ᕗᑦ
ᐊᐱᕆᑦᑎᐊᖅ	ᐊᐱᕆ@ᑦ@ᑎᐊᖅ
ᖃᐅᔨᒪᓕᑕᐅᓂᖓᓄᑦ	ᖃᐅᔨᒪ@ᓕ@ᑕ@ᐅ@ᓂ@ᖓᓄᑦ
ᖃᐃᖁᔨᒃᑲᓂᕐᓂᐊᖅᐱᑦ	ᖃᐃ@ᖁ@ᔨ@ᒃᑲᓂᕐ@ᓂᐊᖅ@ᐱᑦ
ᐅᑭᕕᒻᒥ	ᐅᑭ@ᕕᒻ@ᒥ
ᖃᓕᕋᓕᒻᒧᑦ	ᖃᓕᕋ@ᓕᒻ@ᒧᑦ
ᓴᓇᑐᓂᖅ	ᓴᓇ@ᑐ@ᓂᖅ
ᐃᓱᒪᒋᔭᖃᕐᒪᖔᑦ	ᐃᓱᒪ@ᒋ@ᔭ@ᖃᕐ@ᒪᖔᑦ
ᑕᒪᑐᒧᖓᓗ	ᑕᒪᑐ@ᒧᖓ@ᓗ
ᐊᐱᖅᓱᕈᒪᓚᐅᖅᐳᑦ	ᐊᐱᖅ@ᓱ@ᕈᒪ@ᓚᐅᖅ@ᐳᑦ
ᐊᕐᕌᒍᑖᖅᐸᓪᓕᐊᓕᖅᑎᓪᓗᒍ	ᐊᕐᕌᒍ@ᑖᖅ@ᐸᓪᓕᐊ@ᓕᖅ@ᑎᓪᓗᒍ
ᓯᕕᑐᔪᓄᑦ	ᓯᕕ@ᑐ@ᔪ@ᓄᑦ
ᐱᔨᑦᓯᕋᖅᑎᓪᓗ	ᐱ@ᔨ@ᑦᓯ@ᕋᖅ@ᑎᓪ@ᓗ
ᐱᔪᓐᓇᕐᒥᔪᑦ	ᐱ@ᔪᓐᓇᕐ@ᒥ@ᔪᑦ
ᐃᓚᒋᐊᖅᑕᐅᒃᐸᑦ	ᐃᓚ@ᒋᐊᖅ@ᑕ@ᐅ@ᒃᐸᑦ
ᐅᑭᐊᕐᒧᓪᓘᓐᓃᑦ	ᐅᑭᐊᕐ@ᒧᓪ@ᓘᓐᓃᑦ
ᐱᕙᓪᓕᐊᓪᓗᓂ	ᐱ@ᕙᓪᓕᐊ@ᓪᓗᓂ
ᐊᓐᓂᕆᔭᐅᔾᔪᑎᑎᒋᖕᒪᑦ	ᐊᓐᓂ@ᕆ@ᔭ@ᐅ@ᔾᔪᑎ@ᑎᒋ@ᖕᒪᑦ
ᑐᓴᖅᑎᑕᐅᔪᓐᓇᖅᐳᒍᑦ	ᑐᓴᖅ@ᑎ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᐳᒍᑦ
ᐋᖅᑭᒋᐊᕐᓂᕐᒧᑦ	ᐋᖅᑭ@ᒋᐊᕐ@ᓂᕐ@ᒧᑦ
ᑕᐃᕙᓚᐅᕋᒃᑯ	ᑕᐃ@ᕙ@ᓚᐅ@ᕋᒃᑯ
ᐃᑦᑐᓗᒻᒧᑦ	ᐃᑦᑐ@ᓗᒻ@ᒧᑦ
ᓄᓇᖓᓕ	ᓄᓇ@ᖓ@ᓕ
ᖃᐅᔨᓚᖓᔪᑦ	ᖃᐅᔨ@ᓚᖓ@ᔪᑦ
ᐅᖅᑰᓯᕙᓪᓕᐊᓕᕐᓂᖓᓂᒃ	ᐅᖅᑰ@ᓯ@ᕙᓪᓕᐊ@ᓕᕐ@ᓂ@ᖓᓂᒃ
ᖃᐅᔨᓴᖅᑕᐅᕙᒻᒪᑦ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᐅ@ᕙᒻ@ᒪᑦ
ᑲᓇᖕᓇᖓᓂᑦ	ᑲᓇᖕᓇ@ᖓᓂᑦ
ᐱᖃᕈᒪᓕᕋᐃᒻᒪᑕ	ᐱ@ᖃ@ᕈᒪ@ᓕᕋᐃ@ᒻᒪᑕ
ᓇᒻᒥᓂᕋᓛᖁᑎᐅᔪᓂᒃ	ᓇᒻᒥᓂ@ᕋᓛ@ᖁᑎ@ᐅ@ᔪ@ᓂᒃ
ᐊᑲᐅᔅᓴᖏᒻᒪᖔᖅ	ᐊᑲᐅ@ᔅᓴ@ᖏᒻ@ᒪᖔᖅ
ᑕᑯᔪᓐᓇᓛᕐᒪᑕ	ᑕᑯ@ᔪᓐᓇ@ᓛᕐ@ᒪᑕ
ᐊᖓᔪᖅᑳᕆᔭᐅᒻᒪᑦ	ᐊᖓᔪᖅᑳ@ᕆ@ᔭ@ᐅ@ᒻᒪᑦ
ᐋᖅᑭᒃᓱᐃᔾᔪᑕᐅᖕᒪᑦ	ᐋᖅᑭᒃ@ᓱ@ᐃ@ᔾᔪᑕ@ᐅ@ᖕᒪᑦ
ᓂᕆᐅᒋᔭᐅᔪᒪᔪᓂᒃ	ᓂᕆᐅ@ᒋ@ᔭ@ᐅ@ᔪᒪ@ᔪ@ᓂᒃ
ᐅᖃᑲᐃᓐᓇᕈᓐᓇᕐᐳᑎᑦ	ᐅᖃ@ᑲᐃᓐᓇ@ᕈᓐᓇᕐ@ᐳᑎᑦ
ᑐᓴᖅᓴᐅᖏᒻᒪᑕᒎᖅ	ᑐᓴᖅ@ᓴ@ᐅ@ᖏᒻ@ᒪᑕ@ᒎᖅ
ᖁᕕᐊᓱᖃᑦᑕᖏᒻᒪᑕ	ᖁᕕᐊ@ᓱ@ᖃᑦᑕ@ᖏᒻ@ᒪᑕ
ᑭᓇᓗᖃᐅᑎᓄᑦ	ᑭᓇ@ᓗ@ᖃᐅᑎ@ᓄᑦ
ᑲᒪᒋᔭᐅᒋᐊᕋᓱᒡᓗᓂ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᒋᐊ@ᕋᓱᒡ@ᓗᓂ
ᐱᕈᖅᐸᓪᓕᐊᖕᒪᕆᑦᑐᒧᑦ	ᐱᕈᖅ@ᐸᓪᓕᐊ@ᖕᒪᕆᑦ@ᑐ@ᒧᑦ
ᓂᕿᑦᑎᐊᕐᓂᐅᑉ	ᓂᕿ@ᑦᑎᐊᕐ@ᓂ@ᐅ@ᑉ
ᑭᐅᑲᐃᓐᓇᖏᒻᒪᒍ	ᑭᐅ@ᑲᐃᓐᓇ@ᖏᒻ@ᒪᒍ
ᑎᐱᖃᖅᑐᖃᓚᐅᕐᓂᖓᓂᒃ	ᑎᐱ@ᖃᖅ@ᑐ@ᖃ@ᓚᐅᕐ@ᓂ@ᖓᓂᒃ
ᐊᖁᑎᖃᕐᓱᓂ	ᐊᖁᑎ@ᖃᕐ@ᓱ@ᓂ
ᖃᓕᕋᖅᑎᑦᑎᓂᖅ	ᖃᓕᕋᖅ@ᑎᑦ@ᑎ@ᓂᖅ
ᐊᔾᔨᑐᐃᓐᓇᕆᓕᕐᒪᒍ	ᐊᔾᔨ@ᑐᐃᓐᓇ@ᕆ@ᓕᕐ@ᒪᒍ
ᖃᐅᔨᒪᓂᕆᔭᐅᔪᓂᒃ	ᖃᐅᔨᒪ@ᓂ@ᕆ@ᔭ@ᐅ@ᔪ@ᓂᒃ
ᐊᖑᓇᓱᐊᕈᑕᐅᒻᒪᑕ	ᐊᖑᓇᓱ@ᐊ@ᕈᑕ@ᐅ@ᒻᒪᑕ
ᓇᖕᒥᓂᕆᔭᐅᖕᒪᑎᒃ	ᓇᖕᒥᓂ@ᕆ@ᔭ@ᐅ@ᖕᒪᑎᒃ
ᐊᐱᖅᓱᒃᑲᓐᓂᕈᒪᖕᒥᔪᖓ	ᐊᐱᖅ@ᓱ@ᒃᑲᓐᓂ@ᕈᒪ@ᖕᒥ@ᔪᖓ
ᑲᒪᓇᓱᖃᑦᑕᖅᑐᒍᑦ	ᑲᒪ@ᓇᓱ@ᖃᑦᑕᖅ@ᑐᒍᑦ
ᑕᕝᕙᐅᕗᓐ	ᑕᕝᕙ@ᐅ@ᕗᓐ
ᓄᖅᑲᐃᓐᓇᐸᑦᑐᑦ	ᓄᖅᑲ@ᐃᓐᓇ@ᐸᑦ@ᑐᑦ
ᐊᓯᔾᔨᖅᑕᐅᕙᒻᒪᑕ	ᐊᓯ@ᔾᔨᖅ@ᑕ@ᐅ@ᕙᒻ@ᒪᑕ
ᐃᓱᒪᒋᔭ	ᐃᓱᒪ@ᒋ@ᔭ
ᐃᓕᓴᕆᔭᐅᓂᖓᓂᒃ	ᐃᓕᓴ@ᕆ@ᔭ@ᐅ@ᓂ@ᖓᓂᒃ
ᖃᐸᑉᐸᕋ	ᖃᐸᑉ@ᐸ@ᕋ
ᐃᓂᒋᔭᖓᓄ	ᐃᓂ@ᒋ@ᔭ@ᖓᓄ
ᑐᓴᕐᑎᒋᓪᓚᕆᒍᒪᓕᕋᐃᒐᒥᐅᒃ	ᑐᓴᕐ@ᑎ@ᒋ@ᓪᓚᕆ@ᒍᒪ@ᓕᕋᐃ@ᒐᒥᐅᒃ
ᑕᑯᔪᒪᓐᓇᖅ	ᑕᑯ@ᔪᒪ@ᓐᓇᖅ
ᐃᓕᓴᕆᔭᐅᓚᐅᖅᐳᑦ	ᐃᓕᓴ@ᕆ@ᔭ@ᐅ@ᓚᐅᖅ@ᐳᑦ
ᑐᙵᓱᒃᑎᑦᑎᔪᒪᔪᑦ	ᑐᙵ@ᓱᒃ@ᑎᑦ@ᑎ@ᔪᒪ@ᔪᑦ
ᐱᔭᐅᑎᒐᓱᒍᓐᓇᕋᔅᓯᐅᒃ	ᐱ@ᔭ@ᐅᑎ@ᒐᓱ@ᒍᓐᓇ@ᕋᔅᓯᐅᒃ
ᑲᓇᑕᒥᐅᑕᐅᒍᕕᑦ	ᑲᓇᑕ@ᒥᐅᑕ@ᐅ@ᒍᕕᑦ
ᐱᕙᓪᓕᐊᓂᐅᕙᓪᓕᐊᕗᖅ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᐅ@ᕙᓪᓕᐊ@ᕗᖅ
ᓇᖏᖅᓯᒍᒪᖅᑲᐅᓪᓗᖓ	ᓇᖏᖅ@ᓯ@ᒍᒪ@ᖅᑲᐅ@ᓪᓗᖓ
ᕿᑐᕐᖓᕆᔭᐅᔪᓄᑦ	ᕿᑐᕐᖓ@ᕆ@ᔭ@ᐅ@ᔪ@ᓄᑦ
ᐅᖃᐅᑎᔭᐅᔪᒪᔪᑦ	ᐅᖃ@ᐅᑎ@ᔭ@ᐅ@ᔪᒪ@ᔪᑦ
ᐃᑲᔪᕐᓂᖃᓚᐅᕆᕗᑦ	ᐃᑲᔪᕐ@ᓂ@ᖃ@ᓚᐅ@ᕆ@ᕗᑦ
ᒪᑯᓇᓂᓗ	ᒪᑯ@ᓇᓂ@ᓗ
ᐱᓕᕆᖃᑦᑕᖅᐳᒍᑦ	ᐱ@ᓕᕆ@ᖃᑦᑕᖅ@ᐳᒍᑦ
ᐋᖅᑭᒋᐊᕆᒍᑕᐅᓪᓗᓂ	ᐋᖅᑭ@ᒋᐊ@ᕆ@ᒍᑕ@ᐅ@ᓪᓗᓂ
ᓄᑦᑎᕆᓚᐅᕐᒪᑕ	ᓄᑦ@ᑎ@ᕆ@ᓚᐅᕐ@ᒪᑕ
ᐊᐃᓪᓚᖅᑎᑕᐅᓪᓗᓂ	ᐊᐃ@ᓪᓚᖅ@ᑎ@ᑕ@ᐅ@ᓪᓗᓂ
ᐱᔪᒪᓂᖃᓕᕐᑐᒍᑦ	ᐱ@ᔪᒪ@ᓂ@ᖃ@ᓕᕐ@ᑐᒍᑦ
ᑐᓚᒃᑕᕐᕕᖃᙱᑦᑐᑦ	ᑐᓚᒃᑕᕐᕕ@ᖃ@ᙱᑦ@ᑐᑦ
ᖃᖏᐊᑯᓗᒐᓗ	ᖃᖏᐊ@ᑯᓗ@ᒐ@ᓗ
ᑕᑯᔪᒪᑦᑎᐊᕐᒥᔪᒍᑦ	ᑕᑯ@ᔪᒪ@ᑦᑎᐊᕐ@ᒥ@ᔪᒍᑦ
ᑲᔪᓯᔪᒪᓕᕐᒥᒐᒪ	ᑲᔪᓯ@ᔪᒪ@ᓕᕐ@ᒥ@ᒐᒪ
ᐃᑲᔪᖅᑕᐅᔪᒪᓚᐅᕐᒪᑕᓗ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᔪᒪ@ᓚᐅᕐ@ᒪᑕ@ᓗ
ᑖᓚᐅᓪᓗᓂ	ᑖᓚ@ᐅ@ᓪᓗᓂ
ᐃᑲᔪᖅᓱᕈᑕᐅᔪᓂᒃ	ᐃᑲᔪᖅ@ᓱ@ᕈᑕ@ᐅ@ᔪ@ᓂᒃ
ᓯᕗᓪᓕᐅᖅᑎᒧᑦ	ᓯᕗ@ᓪᓕ@ᐅᖅ@ᑎ@ᒧᑦ
ᐊᑐᖅᑕᐅᕙᓪᓕᐊᔪᓂᑦ	ᐊᑐᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᔪ@ᓂᑦ
ᖃᐅᔨᔪᒪᓪᓚᕆᑦᑐᒍᑦ	ᖃᐅᔨ@ᔪᒪ@ᓪᓚᕆᑦ@ᑐᒍᑦ
ᕿᒥᕐᕈᒍᒪᕗᑦ	ᕿᒥᕐᕈ@ᒍᒪ@ᕗᑦ
ᑐᕌᕋᓱᐊᕐᒪᑕ	ᑐᕌ@ᕋᓱᐊᕐ@ᒪᑕ
ᓈᓚᒃᑕᐅᔪᒪᒻᒪᑕ	ᓈᓚᒃ@ᑕ@ᐅ@ᔪᒪ@ᒻᒪᑕ
ᐅᖃᓯᕆᔭᐅᒻᒪᑕ	ᐅᖃ@ᓯ@ᕆ@ᔭ@ᐅ@ᒻᒪᑕ
ᓴᖅᑭᐊᔪᓂᒃ	ᓴᖅᑭ@ᐊ@ᔪ@ᓂᒃ
ᐃᓄᒋᐊᒃᓯᑲᓐᓂᖅᑐᑦ	ᐃᓄᒋᐊᒃ@ᓯ@ᑲᓐᓂᖅ@ᑐᑦ
ᐊᑲᐅᓯᒋᐊᓛᖅᐳᖅ	ᐊᑲᐅ@ᓯ@ᒋᐊ@ᓛᖅ@ᐳᖅ
ᑐᐊᕕᕐᓇᕈᑕᐅᕙᑦ	ᑐᐊᕕᕐ@ᓇ@ᕈᑕ@ᐅ@ᕙᑦ
ᑕᑉᐸᐅᖓᓐᓂᐊᕋᒪ	ᑕᑉᐸ@ᐅᖓ@ᓐᓂᐊ@ᕋᒪ
ᐊᑐᖅᑕᐅᔪᓐᓇᕐᑐᒥᑦ	ᐊᑐᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᑐ@ᒥᑦ
ᑲᑎᑕᐅᕙᒃᐳᑦ	ᑲᑎ@ᑕ@ᐅ@ᕙᒃ@ᐳᑦ
ᑭᐅᔪᒃᓴᐅᕗᖅ	ᑭᐅ@ᔪᒃᓴ@ᐅ@ᕗᖅ
ᐱᕙᓪᓕᐊᔾᔪᑕᐅᔪᓐᓇᖅᑐᑦ	ᐱ@ᕙᓪᓕᐊ@ᔾᔪᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᐅᖃᓪᓚᖃᑎᒋᔭᐅᕙᓪᓕᐊᕗᑦ	ᐅᖃ@ᓪᓚ@ᖃᑎ@ᒋ@ᔭ@ᐅ@ᕙᓪᓕᐊ@ᕗᑦ
ᐅᔾᔨᕈᓱᐃᓐᓇᕋᓱᖃᑦᑕᖅᑐᒍᑦ	ᐅᔾᔨ@ᕈᓱ@ᐃᓐᓇ@ᕋᓱ@ᖃᑦᑕᖅ@ᑐᒍᑦ
ᐅᖃᐅᔾᔭᐅᔪᓐᓇᕈᒪ	ᐅᖃ@ᐅᔾᔭ@ᐅ@ᔪᓐᓇ@ᕈᒪ
ᓇᓗᓇᐃᑲᐃᓐᓇᕈᒪᕋᑖᕋᒃᑯ	ᓇᓗᓇ@ᐃ@ᑲᐃᓐᓇ@ᕈᒪ@ᕋᑖ@ᕋᒃᑯ
ᐅᐸᖏᓐᓇᒪ	ᐅᐸ@ᖏᓐᓇ@ᒪ
ᐅᑉᓗᒥᒥᑦ	ᐅᑉᓗᒥ@ᒥᑦ
ᑕᑯᕋᑖᓚᐅᕋᒪ	ᑕᑯ@ᕋᑖ@ᓚᐅ@ᕋᒪ
ᒥᖅᑯᓕᑦ	ᒥᖅᑯ@ᓕᑦ
ᐊᔾᔨᐅᙱᒻᒪᑕ	ᐊᔾᔨ@ᐅ@ᙱᒻ@ᒪᑕ
ᐅᒥᖕᒪᓐᓂᐊᕐᓂᖅ	ᐅᒥᖕᒪᓐ@ᓂᐊᕐ@ᓂᖅ
ᑲᒪᒋᔭᖃᕐᓗᖓ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᓗᖓ
ᑐᓴᕋᑖᖅᑐᓂᐅᒃ	ᑐᓴ@ᕋᑖᖅ@ᑐᓂᐅᒃ
ᐊᐅᔭᒧᓪᓗ	ᐊᐅᔭ@ᒧᓪ@ᓗ
ᖃᐅᔨᒍᓂᐅᒃ	ᖃᐅᔨ@ᒍᓂᐅᒃ
ᐅᑎᕈᒪᒍᕕᑦ	ᐅᑎ@ᕈᒪ@ᒍᕕᑦ
ᓯᕗᓪᓕᕐᐹᒥᑦ	ᓯᕗ@ᓪᓕᕐ@ᐹ@ᒥᑦ
ᑕᖅᑲᒃᑯᓄᖓᓗ	ᑕᖅᑲᒃᑯ@ᓄᖓ@ᓗ
ᐊᔪᓕᕐᓇᑐᒻᒪᕆᐅᒻᒪᑦ	ᐊᔪ@ᓕᕐ@ᓇ@ᑐ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᑲᒪᔪᓄᓪᓗ	ᑲᒪ@ᔪ@ᓄᓪ@ᓗ
ᓵᓚᐅᓚᐅᕐᒪᑕ	ᓵᓚ@ᐅ@ᓚᐅᕐ@ᒪᑕ
ᖃᒪᓂᑦᑐᐊᕿᒥ	ᖃᒪ@ᓂᑦ@ᑐ@ᐊ@ᕿ@ᒥ
