ᖃᖑᖅᐸᓪᓕᐊᓂᖓᓄᑦ	ᖃᖑᖅ@ᐸᓪᓕᐊ@ᓂ@ᖓᓄᑦ
ᐅᐱᒋᔪᒪᒻᒥᔭᒃᑲᑦᑕᐅᖅ	ᐅᐱ@ᒋ@ᔪᒪ@ᒻᒥ@ᔭᒃᑲ@ᑦᑕᐅᖅ
ᑭᐅᖅᑲᐅᒻᒪᑦ	ᑭᐅ@ᖅᑲᐅ@ᒻᒪᑦ
ᐊᑭᑦᑐᕆᐊᖅᐸᓪᓕᐊᒻᒪᖔᑕ	ᐊᑭ@ᑦᑐ@ᕆᐊᖅ@ᐸᓪᓕᐊ@ᒻᒪᖔᑕ
ᐱᒋᐊᓯᑉᐸᑦ	ᐱ@ᒋᐊ@ᓯ@ᑉᐸᑦ
ᑕᑯᔭᐅᓪᓗᓂ	ᑕᑯ@ᔭ@ᐅ@ᓪᓗᓂ
ᖃᐅᔨᕙᓪᓕᐊᒻᒪᑕ	ᖃᐅᔨ@ᕙᓪᓕᐊ@ᒻᒪᑕ
ᐱᔾᔪᑕᐅᔪᓂᒃ	ᐱ@ᔾᔪᑕ@ᐅ@ᔪ@ᓂᒃ
ᐃᒡᓗᕈᓯᖃᖃᑦᑕᖅᑐᑦ	ᐃᒡᓗ@ᕈᓯ@ᖃ@ᖃᑦᑕᖅ@ᑐᑦ
ᑳᓐᑐᕌᔅᓯᓂᕐᒧᑦ	ᑳᓐᑐᕌᔅ@ᓯ@ᓂᕐ@ᒧᑦ
ᓄᓇᒋᔭᐅᔪᒥᑦ	ᓄᓇ@ᒋ@ᔭ@ᐅ@ᔪ@ᒥᑦ
ᖁᕕᐊᓱᓚᐅᖅᑰᕐᒪᑕ	ᖁᕕᐊ@ᓱ@ᓚᐅ@ᖅᑰᕐ@ᒪᑕ
ᐅᑕᖅᑭᕕᔅᓴᒥᑦ	ᐅᑕᖅᑭ@ᕕ@ᔅᓴ@ᒥᑦ
ᓱᓕᖏᒃᑯᒪ	ᓱᓕ@ᖏᒃ@ᑯᒪ
ᐊᐳᕈᑕᐅᓪᓚᕆᒻᒪᑦ	ᐊᐳ@ᕈᑕ@ᐅ@ᓪᓚᕆᒻ@ᒪᑦ
ᕿᓄᔪᓐᓇᖅᐱᑖ	ᕿᓄ@ᔪᓐᓇᖅ@ᐱᑖ
ᐊᓯᔾᔨᐸᓪᓕᐊᑎᑦᓯᔪᓂᒃ	ᐊᓯ@ᔾᔨ@ᐸᓪᓕᐊ@ᑎᑦ@ᓯ@ᔪ@ᓂᒃ
ᐱᓕᕆᔨᖃᖅᑐᒍᑦ	ᐱ@ᓕᕆ@ᔨ@ᖃᖅ@ᑐᒍᑦ
ᓱᒍᒪᕙᑦ	ᓱ@ᒍᒪ@ᕙᑦ
ᒪᓕᓚᐅᓪᓚᒃᑲ	ᒪᓕ@ᓚᐅ@ᓪᓚ@ᒃᑲ
ᐊᐱᕆᓕᖅᑕᒋᑦ	ᐊᐱᕆ@ᓕᖅ@ᑕᒋᑦ
ᓴᖅᑭᑦᑕᒃᓴᖃᕋᒪ	ᓴᖅᑭᑦ@ᑕ@ᒃᓴ@ᖃ@ᕋᒪ
ᐱᕙᓪᓕᐊᒐᓛᓯᒪᓕᖅᑐᒍᑦ	ᐱ@ᕙᓪᓕᐊ@ᒐ@ᓛ@ᓯ@ᒪ@ᓕᖅ@ᑐᒍᑦ
ᐊᒃᑕᖅᑕᐅᒐᔭᖅᑐᑦ	ᐊᒃᑕᖅ@ᑕ@ᐅ@ᒐ@ᔭᖅ@ᑐᑦ
ᐊᑐᖅᑕᖃᖃᑦᑕᑎᓪᓗᒋᑦ	ᐊᑐᖅ@ᑕ@ᖃ@ᖃᑦᑕ@ᑎᓪᓗᒋᑦ
ᓈᓴᐃᕙᒻᒪᖔᑕ	ᓈ@ᓴ@ᐃ@ᕙᒻ@ᒪᖔᑕ
ᐊᐃᕐᓱᕐᓇᕐᒥᑦ	ᐊᐃᕐ@ᓱᕐ@ᓇᕐ@ᒥᑦ
ᐃᓪᓗᖃᕐᒥᔪᖅ	ᐃᓪᓗ@ᖃᕐ@ᒥ@ᔪᖅ
ᒑᓴᓖᑦᑎᐊᕙᒃ	ᒑᓴᓖ@ᑦᑎᐊᕙᒃ
ᐱᕈᕐᕕᒃ	ᐱᕈᕐ@ᕕᒃ
ᐊᑭᔾᔪᑕᐅᕗᑦ	ᐊᑭ@ᔾᔪᑕ@ᐅ@ᕗᑦ
ᓇᓕᐊᑐᐃᓐᓇᖅᓯ	ᓇᓕᐊ@ᑐᐃᓐᓇᖅ@ᓯ
ᐃᑲᔪᖅᑐᕈᑕᐅᔪᓂᒃ	ᐃᑲᔪᖅ@ᑐ@ᕈᑕ@ᐅ@ᔪ@ᓂᒃ
ᐃᓯᖅᑎᓚᐅᑲᒍᒃ	ᐃᓯᖅ@ᑎ@ᓚᐅᑲ@ᒍᒃ
ᐱᒋᐊᖅᐸᓪᓕᐊᓕᖅᐳᖅ	ᐱ@ᒋᐊᖅ@ᐸᓪᓕᐊ@ᓕᖅ@ᐳᖅ
ᐃᓕᖅᑯᓯᕆᔭᖓᓂᒃ	ᐃᓕᖅᑯᓯ@ᕆ@ᔭ@ᖓᓂᒃ
ᓄᖅᑲᑎᑦᑎᒐᓱᐊᕐᓗᑕ	ᓄᖅᑲ@ᑎᑦ@ᑎ@ᒐᓱᐊᕐ@ᓗᑕ
ᐱᓕᕆᕕᖓᓐ	ᐱ@ᓕᕆ@ᕕ@ᖓᓐ
ᖁᕕᐊᓱᖃᑎᒌᓐᓇᖅ	ᖁᕕᐊ@ᓱ@ᖃᑎ@ᒌᓐ@ᓇᖅ
ᕿᒥᕐᕈᕙᓪᓕᐊᑲᓐᓂᖅᑐᑦ	ᕿᒥᕐᕈ@ᕙᓪᓕᐊ@ᑲᓐᓂᖅ@ᑐᑦ
ᕿᒪᖃᑦᑕᕐᒪᑕ	ᕿᒪ@ᖃᑦᑕᕐ@ᒪᑕ
ᐃᓂᒋᓛᕐᒪᒍ	ᐃᓂ@ᒋ@ᓛᕐ@ᒪᒍ
ᓇᖕᒥᓂᖁᑎᖃᕐᒪᑕ	ᓇᖕᒥᓂ@ᖁᑎ@ᖃᕐ@ᒪᑕ
ᓄᓇᖓᑦᑕᒎᖅ	ᓄᓇ@ᖓᑦᑕ@ᒎᖅ
ᓯᒡᔭᒥᐅᑕᓕᕆᔨᒃᑯᓐᓄᑦ	ᓯᒡᔭ@ᒥᐅᑕ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᐱᒻᒪᕆᐅᒻᒪᑦ	ᐱ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᑐᕌᕋᓱᒃᑐᒍᑦ	ᑐᕌ@ᕋᓱᒃ@ᑐᒍᑦ
ᖃᐃᔪᑦ	ᖃᐃ@ᔪᑦ
ᐊᓯᔾᔨᖅᑕᐅᒃᐸᑕᓗ	ᐊᓯ@ᔾᔨᖅ@ᑕ@ᐅ@ᒃᐸᑕ@ᓗ
ᓴᕆᒪᑎᒻᒪᑕ	ᓴᕆᒪ@ᑎᒻ@ᒪᑕ
ᐱᕋᔭᕐᓂᖃᖅᑐᑦ	ᐱ@ᕋ@ᔭᕐ@ᓂ@ᖃᖅ@ᑐᑦ
ᓂᕿᑦᑎᐊᕙᖃᕐᓂᖅ	ᓂᕿ@ᑦᑎᐊᕙ@ᖃᕐ@ᓂᖅ
ᖃᓄᕉᖅ	ᖃᓄ@ᕉᖅ
ᓂᐅᕕᖅᑕᐅᕙᓪᓕᐊᓕᕌᖓᑕ	ᓂᐅᕕᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᓕ@ᕌᖓᑕ
ᐊᖏᓂᖅᓴᒻᒪᕆᐅᖕᒪᑦ	ᐊᖏ@ᓂᖅᓴ@ᒻᒪᕆ@ᐅ@ᖕᒪᑦ
ᐃᑲᔪᖅᑐᖅᑕᖓᓄᑦ	ᐃᑲᔪᖅ@ᑐᖅ@ᑕ@ᖓᓄᑦ
ᖃᐅᔨᓴᕈᓐᓇᓂᕐᒥᑦ	ᖃᐅᔨ@ᓴ@ᕈᓐᓇ@ᓂᕐ@ᒥᑦ
ᖃᐅᓴᕐᓂᖅ	ᖃᐅ@ᓴᕐ@ᓂᖅ
ᖃᒃᑯᓄᖓ	ᖃᒃᑯ@ᓄᖓ
ᐱᖁᔭᐅᔪᒥᒃ	ᐱ@ᖁ@ᔭ@ᐅ@ᔪ@ᒥᒃ
ᐊᕙᓗᒻᒥᐅᑕᔅᓴᐅᔪᒥᒃ	ᐊᕙᓗ@ᒻᒥ@ᐅᑕ@ᔅᓴ@ᐅ@ᔪ@ᒥᒃ
ᑕᑯᔪᒪᑦᑎᐊᕐᓚᐅᖅᑐᑦ	ᑕᑯ@ᔪᒪ@ᑦᑎᐊᕐ@ᓚ@ᐅᖅ@ᑐᑦ
ᐱᑎᑕᐅᖕᒪᑦ	ᐱ@ᑎ@ᑕ@ᐅ@ᖕᒪᑦ
ᐊᕙᑎᓕᕆᔨᒃᑯᓄᑦ	ᐊᕙᑎ@ᓕᕆ@ᔨ@ᒃᑯ@ᓄᑦ
ᓂᕿᓕᕆᓂᕐᒥᑦ	ᓂᕿ@ᓕᕆ@ᓂᕐ@ᒥᑦ
ᐊᐱᖅᓱᖅᑕᐅᔪᓐᓇᖅᐳᑦ	ᐊᐱᖅ@ᓱᖅ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᐳᑦ
ᐊᕙᓗᓯᒪᓪᓗᓂ	ᐊᕙᓗ@ᓯ@ᒪ@ᓪᓗᓂ
ᐱᔨᔅᓯᑎᒃᑯᓐᓄᑦ	ᐱ@ᔨ@ᔅᓯ@ᑎ@ᒃᑯᓐ@ᓄᑦ
ᐋᖅᑭᔅᓱᖁᔭᐅᔪᑦ	ᐋᖅᑭᔅ@ᓱ@ᖁ@ᔭ@ᐅ@ᔪᑦ
ᒥᓂᔅᑕᐅᕝᕕᒃ	ᒥᓂᔅᑕ@ᐅ@ᕝᕕᒃ
ᐸᓐᓇᑦᑕᐅᓂᖓᓄᓪᓗ	ᐸᓐᓇᑦ@ᑕ@ᐅ@ᓂ@ᖓᓄᓪ@ᓗ
ᑳᓐᑐᕌᒃᑕᖅᑐᖃᕋᐃᒻᒪᑦ	ᑳᓐᑐᕌᒃ@ᑕᖅ@ᑐᖃ@ᕋ@ᐃᒻ@ᒪᑦ
ᑲᑕᒃ	ᑲᑕᒃ
ᖃᐅᔨᒪᒍᑎᒻᒪᕆᐅᔪᑦ	ᖃᐅᔨᒪ@ᒍᑎ@ᒻᒪᕆ@ᐅ@ᔪᑦ
ᐊᑎᖅ	ᐊᑎᖅ
ᐱᓕᕆᖃᑕᐅᖃᑦᑕᒥᒻᒪᑦ	ᐱ@ᓕᕆ@ᖃᑕᐅ@ᖃᑦᑕ@ᒥ@ᒻᒪᑦ
ᐅᑉᐱᕆᔭᒃᑲ	ᐅᑉᐱᕆ@ᔭ@ᒃᑲ
ᑲᒪᖃᑦᑕᖏᒻᒪᑦ	ᑲᒪ@ᖃᑦᑕ@ᖏᒻ@ᒪᑦ
ᐃᓪᓗᔅᓴᐅᔪᓂᒃ	ᐃᓪᓗ@ᔅᓴ@ᐅ@ᔪ@ᓂᒃ
ᕿᒥᕐᕈᔭᐅᓂᐊᓄᑦ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᓂ@ᐊᓄᑦ
ᐊᖏᔪᒻᒪᕆᐅᔪᓂᑦ	ᐊᖏ@ᔪ@ᒻᒪᕆ@ᐅ@ᔪ@ᓂᑦ
ᐱᙳᐊᖅᑐᓕᕆᔨᐅᔪᑦ	ᐱ@ᙳᐊᖅ@ᑐ@ᓕᕆ@ᔨ@ᐅ@ᔪᑦ
ᐊᑐᖅᑕᐅᔪᓐᓇᒥᒻᒪᑕ	ᐊᑐᖅ@ᑕ@ᐅ@ᔪᓐᓇ@ᒥ@ᒻᒪᑕ
ᐋᖅᑭᒋᐊᕈᑕᐅᓪᓗᓂ	ᐋᖅᑭ@ᒋᐊ@ᕈᑕ@ᐅ@ᓪᓗᓂ
ᐊᑭᖃᓕᕐᓗᓂ	ᐊᑭ@ᖃ@ᓕᕐ@ᓗᓂ
ᓇᒻᒪᒋᕙᕋ	ᓇᒻᒪ@ᒋ@ᕙᕋ
ᐊᔪᐃᓐᓇᕆᐊᒃᑲᓐᓂᕈᑕᐅᔪᒥᒃ	ᐊᔪ@ᐃᓐᓇ@ᕆᐊ@ᒃᑲᓐᓂ@ᕈᑕ@ᐅ@ᔪ@ᒥᒃ
ᓯᕗᓪᓕᕐᓗ	ᓯᕗ@ᓪᓕᕐ@ᓗ
ᐃᑲᔪᕐᕕᒻᒧᑦ	ᐃᑲᔪᕐ@ᕕᒻ@ᒧᑦ
ᐃᓕᓴᕆᓪᓗᐊᕈᒪᖕᒥᒐᒃᑯ	ᐃᓕᓴ@ᕆ@ᓪᓗᐊ@ᕈᒪ@ᖕᒥ@ᒐᒃᑯ
ᓄᓇᒥᐅᑕᓕᕆᔨᓂᑦ	ᓄᓇ@ᒥᐅᑕ@ᓕᕆ@ᔨ@ᓂᑦ
ᓂᓕᖏᑕᕋ	ᓂᓕ@ᖏ@ᑕ@ᕋ
ᐃᓕᓴᕆᔭᐅᓯᒪᖏᒻᒪᑕᓘᓐᓃᑦ	ᐃᓕᓴ@ᕆ@ᔭ@ᐅ@ᓯ@ᒪ@ᖏᒻ@ᒪᑕ@ᓘᓐᓃᑦ
ᖃᐅᔨᒪᙱᑦᑐᑦ	ᖃᐅᔨᒪ@ᙱᑦ@ᑐᑦ
ᐅᓐᓄᐊᑕᒫᑦ	ᐅᓐᓄᐊ@ᑕᒫᑦ
ᒥᓂᔅᑕᐅᑉᓗ	ᒥᓂᔅᑕ@ᐅᑉ@ᓗ
ᑲᒪᒋᔭᕆᐊᖃᖅᑕᖓ	ᑲᒪ@ᒋ@ᔭ@ᕆᐊ@ᖃᖅᑕ@ᖓ
ᐊᐅᓚᑦᓯᔨᒻᒪᕆᖓᑦ	ᐊᐅᓚᑦ@ᓯ@ᔨ@ᒻᒪᕆ@ᖓᑦ
ᑎᒍᐊᒐᖃᓚᐅᕐᒪᑕ	ᑎᒍ@ᐊ@ᒐ@ᖃ@ᓚᐅᕐ@ᒪᑕ
ᐃᖏᕐᕋᔪᓐᓇᖅᑐᑦ	ᐃᖏᕐᕋ@ᔪᓐᓇᖅ@ᑐᑦ
ᖃᐅᔨᒋᐊᕈᓐᓇᖅᐸᑎᑦ	ᖃᐅᔨ@ᒋᐊ@ᕈᓐᓇᖅ@ᐸᑎᑦ
ᒐᕙᒪᑐᐊᒃᑯᓐᓂᒃ	ᒐᕙᒪ@ᑐᐊ@ᒃᑯᓐ@ᓂᒃ
ᐱᖃᖅᑎᑦᑎᕙᒃᐳᖅ	ᐱ@ᖃᖅ@ᑎᑦ@ᑎ@ᕙᒃ@ᐳᖅ
ᐱᔭᐅᔪᓐᓇᖏᒻᒪᑕ	ᐱ@ᔭ@ᐅ@ᔪᓐᓇᖏᒻ@ᒪᑕ
ᐃᑲᔪᖅᓱᖅᑕᐅᔪᓐᓇᕐᒪᖔᑕ	ᐃᑲᔪᖅ@ᓱᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᑲᓇᓐᓇᐅᑦ	ᑲᓇᓐᓇ@ᐅᑦ
ᓄᓇᕗᑦᑕᐅᖔᕐᓗᓂ	ᓄᓇᕗᑦ@ᑕ@ᐅ@ᖔᕐ@ᓗᓂ
ᓴᓇᕕᐅᔪᓄᑦ	ᓴᓇ@ᕕ@ᐅ@ᔪ@ᓄᑦ
ᖃᐅᔨᓴᖅᐸᓪᓕᐊᕗᑦ	ᖃᐅᔨ@ᓴᖅ@ᐸᓪᓕᐊ@ᕗᑦ
ᕿᒧᒃᓯᖅᑐᑦ	ᕿᒧᒃ@ᓯᖅ@ᑐᑦ
ᐊᓯᒃᑲᓐᓂᐅᓂᑦ	ᐊᓯ@ᒃᑲᓐᓂ@ᐅ@ᓂᑦ
ᐃᓱᒪᓕᕆᒍᓐᓇᖅᑐᑦ	ᐃᓱᒪ@ᓕᕆ@ᒍᓐᓇᖅ@ᑐᑦ
ᐋᖅᑭᒋᐊᖅᑕᐅᓇᓱᓕᖅᐳᑦ	ᐋᖅᑭ@ᒋᐊᖅ@ᑕ@ᐅ@ᓇᓱ@ᓕᖅ@ᐳᑦ
ᑭᐅᒍᒪᒍᕕᑦ	ᑭᐅ@ᒍᒪ@ᒍᕕᑦ
ᐃᓕᖅᑯᓯᑐᖃᖓᓂᒃ	ᐃᓕᖅᑯᓯ@ᑐᖃ@ᖓᓂᒃ
ᐱᓕᕆᒐᓱᐊᖅᑎᓪᓗᒍ	ᐱ@ᓕᕆ@ᒐᓱᐊᖅ@ᑎᓪᓗᒍ
ᖃᐅᔨᒃᑲᐃᔪᒪᕗᒍᑦ	ᖃᐅᔨ@ᒃᑲ@ᐃ@ᔪᒪ@ᕗᒍᑦ
ᐱᐊᓂᒃᐳᓐ	ᐱ@ᐊᓂᒃ@ᐳᓐ
ᑐᖏᓕᕆᓪᓗᓂᐅᒃ	ᑐᖏᓕ@ᕆ@ᓪᓗᓂᐅᒃ
ᐊᑦᑕᕐᓇᕐᓂᖓᓂᒃ	ᐊᑦᑕᕐ@ᓇᕐ@ᓂ@ᖓᓂᒃ
ᐃᓄᒋᐊᓗᐊᕐᓂᖅ	ᐃᓄᒋᐊ@ᓗ@ᐊᕐ@ᓂᖅ
ᐅᑎᕐᕕᖃᕈᒪᓪᓗᓂ	ᐅᑎᕐ@ᕕ@ᖃ@ᕈᒪ@ᓪᓗᓂ
ᐊᐱᕆᔪᓐᓇᖅᑎᑕᐅᒍᒪ	ᐊᐱᕆ@ᔪᓐᓇᖅ@ᑎ@ᑕ@ᐅ@ᒍᒪ
ᕿᓂᕐᒪᖔᖅᐱᑦ	ᕿᓂᕐ@ᒪᖔᖅᐱᑦ
ᐃᓄᒥᓂᕐᒧᑦ	ᐃᓄ@ᒥᓂᕐ@ᒧᑦ
ᑐᑉᐹᑲᓕᕆᓂᕐᒧᑦ	ᑐᑉ@ᐹ@ᑲ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐃᑲᔪᐃᓐᓇᖃᑦᑕᕐᒪᑦ	ᐃᑲᔪ@ᐃᓐᓇ@ᖃᑦᑕᕐ@ᒪᑦ
ᑎᒍᒪᐅᒪᓕᕐᓂᕈᕕᑦ	ᑎᒍ@ᒪ@ᐅ@ᒪ@ᓕᕐ@ᓂ@ᕈᕕᑦ
ᒪᑯᓄᖓ	ᒪᑯ@ᓄᖓ
ᐃᓱᒪᒋᔭᐅᕙᖕᒪᑕ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᕙᖕ@ᒪᑕ
ᐃᓕᑉᓯᕙᒃᑲ	ᐃᓕ@ᑉ@ᓯ@ᕙ@ᒃᑲ
ᐃᑲᔪᖁᔭᐅᕗᒍᑦ	ᐃᑲᔪ@ᖁ@ᔭ@ᐅ@ᕗᒍᑦ
ᐃᑲᔪᖅᓱᐃᒐᓱᐊᕐᖓᑕ	ᐃᑲᔪᖅ@ᓱ@ᐃ@ᒐᓱᐊ@ᕐᖓ@ᑕ
ᐊᓪᓚᒡᕕᐊᓄᑦ	ᐊᓪᓚᒡ@ᕕ@ᐊᓄᑦ
ᐸᕐᓇᒻᒪᕆᓕᕐᐳᒍᑦ	ᐸᕐᓇ@ᒻᒪᕆ@ᓕᕐ@ᐳᒍᑦ
ᐃᑲᔪᓚᐅᕐᒪᖔᑦᑕ	ᐃᑲᔪ@ᓚᐅᕐ@ᒪᖔᑦᑕ
ᓇᓂᔪᓐᓇᕈᔅᓯᐅᒃ	ᓇᓂ@ᔪᓐᓇ@ᕈᔅᓯᐅᒃ
ᓴᓇᖁᔨᒻᒪᑕ	ᓴᓇ@ᖁ@ᔨ@ᒻᒪᑕ
ᑲᑎᑦᑎᔪᒪᕙᒃᑲ	ᑲᑎᑦ@ᑎ@ᔪᒪ@ᕙ@ᒃᑲ
ᒫᓂᑑᐸᒧᓪᓗ	ᒫᓂᑑᐸ@ᒧᓪ@ᓗ
ᐊᑦᑕᕐᕕᒻᒧᑦ	ᐊᑦᑕᕐ@ᕕᒻ@ᒧᑦ
ᕿᒥᕐᕈᔭᕋᓂ	ᕿᒥᕐᕈ@ᔭ@ᕋᓂ
ᐄᔭᒐᕐᓂᖅ	ᐄ@ᔭ@ᒐᕐ@ᓂᖅ
ᓂᕆᐅᒻᒪᖔᕐᒪ	ᓂᕆᐅᒻ@ᒪᖔᕐᒪ
ᐊᑐᖅᑕᕐᒪᒍ	ᐊᑐᖅ@ᑕᕐ@ᒪᒍ
ᓂᐅᕕᕋᓱᓐᓂᕐᒥᑦ	ᓂᐅᕕ@ᕋᓱᓐ@ᓂᕐ@ᒥᑦ
ᐱᖃᑕᐅᒋᓪᓗᓂ	ᐱᖃᑕ@ᐅ@ᒋᓪ@ᓗᓂ
ᓇᓗᓇᐃᕆᐊᕋᑖᕋᕕᐅᒃ	ᓇᓗᓇ@ᐃ@ᕆᐊ@ᕋᑖ@ᕋᕕᐅᒃ
ᐋᖅᑭᒃᓱᐃᕙᓪᓕᐊᓂᖅ	ᐋᖅᑭᒃ@ᓱ@ᐃ@ᕙᓪᓕᐊ@ᓂᖅ
ᐃᒻᒪᖄᖃᐃ	ᐃᒻᒪᖄ@ᖃᐃ
ᑕᒪᔾᔭᐅᒻᒥᒻᒪᑕ	ᑕᒪᔾᔭ@ᐅ@ᒻᒥ@ᒻᒪᑕ
ᒪᒃᐱᖅᑐᕋᓂ	ᒪᒃᐱᖅ@ᑐ@ᕋᓂ
ᑭᐅᖃᑦᑕᕈᒪᒍᕕᑦ	ᑭᐅ@ᖃᑦᑕ@ᕈᒪ@ᒍᕕᑦ
ᖃᐃᔪᓐᓇᕋᕕᓐ	ᖃᐃ@ᔪᓐᓇ@ᕋᕕᓐ
ᓯᖁᒥᑕᐅᔪᑦ	ᓯᖁᒥ@ᑕ@ᐅ@ᔪᑦ
ᐅᑉᐱᕆᒍᑦᑎᒍ	ᐅᑉᐱᕆ@ᒍᑦ@ᑎ@ᒍ
ᕿᒥᕐᕈᓂᖃᕐᒪᑕ	ᕿᒥᕐᕈ@ᓂ@ᖃᕐ@ᒪᑕ
ᒫᓐᓇᒥᒃ	ᒫᓐᓇ@ᒥᒃ
ᖁᕐᕕᒃᑯᕕᒃᓴᖅ	ᖁᕐᕕ@ᒃᑯ@ᕕ@ᒃᓴᖅ
ᑐᒃᑕᕐᕕᒃ	ᑐᒃ@ᑕᕐ@ᕕᒃ
ᓯᕗᓂᔅᓴᑎᓄᑦ	ᓯᕗᓂ@ᔅᓴ@ᑎ@ᓄᑦ
ᐅᖃᓕᒫᖅᑕᐅᓇᓱᖃᑦᑕᖅᑐᑦ	ᐅᖃ@ᓕᒫᖅ@ᑕ@ᐅ@ᓇᓱ@ᖃᑦᑕᖅ@ᑐᑦ
ᐅᐱᓐᓇᒻᒪᕆᖕᒪᑦ	ᐅᐱᓐ@ᓇ@ᒻᒪᕆᖕ@ᒪᑦ
ᐅᐸᓗᖓᐃᔭᖅᑕᐅᕙᓪᓕᐊᕗᖅ	ᐅᐸ@ᓗ@ᖓ@ᐃ@ᔭᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᕗᖅ
ᐃᓱᒪᒋᔭᐅᕙᓪᓕᐊᖁᔭᐅᓪᓗᓂ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᕙᓪᓕᐊ@ᖁ@ᔭ@ᐅ@ᓪᓗᓂ
ᐊᕙᑎᓕᕆᓂᕐᒧᓪᓘᓐᓃᑦ	ᐊᕙᑎ@ᓕᕆ@ᓂᕐ@ᒧᓪ@ᓘᓐᓃᑦ
ᑐᓚᒃᑕᕐᕕᒃ	ᑐᓚᒃᑕᕐᕕᒃ
ᐱᕙᓪᓕᐊᓂᖏᓂ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᖏ@ᓂ
ᖁᕕᐊᒋᔭᐅᒐᔪᑦᑐᑦ	ᖁᕕᐊ@ᒋ@ᔭ@ᐅ@ᒐᔪᑦ@ᑐᑦ
ᐊᑐᕈᕕᐅᒃ	ᐊᑐ@ᕈᕕᐅᒃ
ᐊᐅᓪᓚᖅᑎᑕᐅᓂᖅ	ᐊᐅ@ᓪᓚᖅ@ᑎ@ᑕ@ᐅ@ᓂᖅ
ᓇᓗᓇᐃᕈᓐᓇᕈᕕᒋᑦ	ᓇᓗᓇ@ᐃ@ᕈᓐᓇ@ᕈᕕᒋᑦ
ᐊᑭᒋᔭᖓᓂᑦ	ᐊᑭ@ᒋ@ᔭ@ᖓᓂᑦ
ᐃᖏᕐᕋᐃᓐᓇᖅᑐᑦ	ᐃᖏᕐᕋ@ᐃᓐᓇᖅ@ᑐᑦ
ᐃᑲᔪᖅᑎᑦᑕᖃᙱᒻᒪᑦ	ᐃᑲᔪᖅ@ᑎᑦ@ᑕ@ᖃ@ᙱᒻ@ᒪᑦ
ᓯᕿᓂᕐᒧᑦ	ᓯᕿᓂᕐ@ᒧᑦ
ᐱᒍᒃᑯᑦ	ᐱ@ᒍ@ᒃᑯᑦ
ᐅᖃᓪᓚᕌᖓᕕᑦ	ᐅᖃ@ᓪᓚ@ᕌᖓᕕᑦ
ᐊᐅᓚᑦᑎᔪᓐᓇᖏᑉᐱᑕ	ᐊᐅᓚᑦ@ᑎ@ᔪᓐᓇ@ᖏᑉ@ᐱᑕ
ᐱᐊᓂᒃᓯᓂᖃᑦᑎᓪᓗᒋᑦ	ᐱ@ᐊᓂᒃ@ᓯ@ᓂ@ᖃᑦ@ᑎᓪᓗᒋᑦ
ᓇᔪᖅᑕᐅᕙᓐᓂᕐᒪᖔᑕ	ᓇᔪᖅ@ᑕ@ᐅ@ᕙᓐ@ᓂᕐ@ᒪᖔᑕ
ᐱᔪᒥᓇᖅᑐᒻᒪᕆᐅᒻᒪᑦ	ᐱ@ᔪᒥᓇᖅ@ᑐ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᖁᕕᐊᒋᔭᖃᖅᐸᑦᑐᑦ	ᖁᕕᐊ@ᒋ@ᔭ@ᖃᖅ@ᐸᑦ@ᑐᑦ
ᒥᐊᓂᕆᔨᐅᓂᕋᖅᑕᐅᔪᒥᒃ	ᒥᐊᓂᕆ@ᔨ@ᐅ@ᓂᕋᖅ@ᑕ@ᐅ@ᔪ@ᒥᒃ
ᑕᑯᔪᒪᑦᑎᐊᕐᒥᔪᑦ	ᑕᑯ@ᔪᒪ@ᑦᑎᐊᕐ@ᒥ@ᔪᑦ
ᐅᖃᕋᓱᒃᑐᒍᑦ	ᐅᖃ@ᕋᓱᒃ@ᑐᒍᑦ
ᐱᔭᔅᓴᖃᒃᑲᓐᓂᖅᐸᑦᑐᑦ	ᐱ@ᔭ@ᔅᓴ@ᖃ@ᒃᑲᓐᓂᖅ@ᐸᑦ@ᑐᑦ
ᑲᒪᕙᒃᑭᕙᑦ	ᑲᒪ@ᕙᒃ@ᑭ@ᕙᑦ
ᓯᕗᓪᓕᐊᖅᐹᒥ	ᓯᕗ@ᓪᓕ@ᐊᖅ@ᐹ@ᒥ
ᐅᖃᓕᒫᕈᓐᓇᕈᕕᐅᒃ	ᐅᖃ@ᓕᒫ@ᕈᓐᓇ@ᕈᕕᐅᒃ
ᐅᖃᓕᒫᖅᑎᑕᐅᔪᓐᓇᕋᒪ	ᐅᖃ@ᓕᒫᖅ@ᑎ@ᑕ@ᐅ@ᔪᓐᓇ@ᕋᒪ
